"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Year of Death"	"Year of Death Code"	"Month"	"Month Code"	Deaths	Births	Death Rate
	"Colorado"	"08"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	10	722	13.85 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	16	1142	14.01 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"January"	"1"	11	780	14.10 (Unreliable)
	"Oklahoma"	"40"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	10	708	14.12 (Unreliable)
	"New York"	"36"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"January"	"1"	11	774	14.21 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	17	1196	14.21 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"January"	"1"	16	1110	14.41 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	14	969	14.45 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"April"	"4"	16	1106	14.47 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	11	759	14.49 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	10	688	14.53 (Unreliable)
	"Nevada"	"32"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	10	687	14.56 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	12	822	14.60 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"June"	"6"	11	748	14.71 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	19	1279	14.86 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	12	805	14.91 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	16	1048	15.27 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	14	916	15.28 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	16	1012	15.81 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	20	1263	15.84
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"March"	"3"	14	876	15.98 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	14	863	16.22 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	12	734	16.35 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	12	733	16.37 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	15	912	16.45 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"November"	"11"	15	909	16.50 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	10	606	16.50 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"February"	"2"	19	1146	16.58 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"February"	"2"	18	1084	16.61 (Unreliable)
	"Washington"	"53"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	13	779	16.69 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"February"	"2"	16	956	16.74 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	12	708	16.95 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	10	590	16.95 (Unreliable)
	"Louisiana"	"22"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"March"	"3"	10	589	16.98 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"February"	"2"	15	881	17.03 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	11	623	17.66 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	10	553	18.08 (Unreliable)
	"California"	"06"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	16	875	18.29 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"November"	"11"	17	922	18.44 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"March"	"3"	14	756	18.52 (Unreliable)
	"Louisiana"	"22"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	10	508	19.69 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	13	657	19.79 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"April"	"4"	13	655	19.85 (Unreliable)
	"Illinois"	"17"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"March"	"3"	11	549	20.04 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	17	847	20.07 (Unreliable)
	"Maryland"	"24"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	11	543	20.26 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	18	879	20.48 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	10	484	20.66 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	10	480	20.83 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	13	615	21.14 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	10	466	21.46 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	12	554	21.66 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	10	455	21.98 (Unreliable)
	"Louisiana"	"22"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	11	497	22.13 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	11	496	22.18 (Unreliable)
	"Virginia"	"51"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	10	447	22.37 (Unreliable)
	"Michigan"	"26"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"June"	"6"	10	428	23.36 (Unreliable)
	"Michigan"	"26"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	10	407	24.57 (Unreliable)
	"South Carolina"	"45"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"November"	"11"	10	384	26.04 (Unreliable)
	"Illinois"	"17"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"January"	"1"	14	532	26.32 (Unreliable)
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	10	369	27.10 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"January"	"1"	11	402	27.36 (Unreliable)
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	10	365	27.40 (Unreliable)
	"Illinois"	"17"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"March"	"3"	12	431	27.84 (Unreliable)
	"Michigan"	"26"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"November"	"11"	10	358	27.93 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"February"	"2"	14	455	30.77 (Unreliable)
	"Mississippi"	"28"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"September"	"9"	13	403	32.26 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"February"	"2"	13	392	33.16 (Unreliable)
"---"
"Dataset: Linked Birth / Infant Death Records, 2017-2022 Expanded"
"Query Parameters:"
"Age of Mother 9: Under 15 years; 15-19 years; 20-24 years; 25-29 years; 30-34 years"
"Mother's Single Race 6: American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific"
"Islander; White; More than one race; Unknown or Not Stated"
"Year of Death: 2021; 2022"
"Group By: State; Age of Mother 9; Mother's Single Race 6; Year of Death; Month"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd-expanded.html for more information."
"---"
"Query Date: Nov 17, 2024 7:22:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Linked Birth / Infant Deaths on CDC WONDER Online Database. Data are from the Linked Birth / Infant Deaths Records"
"2017-2022, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/lbd-current-expanded.html on Nov 17, 2024 7:22:08 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 1-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd-expanded.html#Assurance of Confidentiality."
"2. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd-expanded.html#Unreliable."
"3. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd-expanded.html#WeightFactors-Totals."
"4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd-expanded.html#Weight Factors."
